"sample.date","sample.loc","LDL","N1","N2","Phi6","N501Y","del.69-70","T478","L452R","K417N","N679K","Q954H","R408S","A67V;del69-70","NP151","F490S","N-E136D","pH","turbidity","temperature","sample.type","sample.vol","occupancy","quar.new","quar.cont","iso.new","iso.cont","iso.cont.pre","iso.cont.post","iso.new.roll","cases","enrolled","negative","rejected","positive","pos.roll","vax.percent","volume","wildtype"
2021-01-18,"HO",744,744,744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.81,2.57,3.8,"C",10,366,0,0,0,0,10,0,0,NA,NA,0,0,0,0,NA,NA,744
2021-01-18,"MC",1344,1344,1344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,144,6.4,"C",9,313,1,1,0,0,0,0,0,NA,NA,0,0,0,0,NA,12133.6429308504,1344
2021-01-18,"PL",744,32736,42160,NA,372,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,82.8,5.7,"C",10,459,0,2,0,5,3,5,4,NA,3,1,0,0,0,NA,NA,42160
2021-01-18,"PU",528,2828,3039,NA,264,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.58,111,6.7,"C",9,405,0,1,0,0,0,0,1,NA,NA,0,0,0,0,NA,22226.7198350728,3039
2021-01-18,"UN",912,6384,7093,NA,456,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.91,113,10.7,"G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7093
2021-01-18,"WO",672,1060,1299,NA,336,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.47,103,2.1,"C",0.7,282,0,12,0,6,1,6,6,NA,1,1,0,0,0,NA,NA,1299
2021-01-20,"PL",936,12480,13520,NA,468,468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.71,112,7.2,"C",9,459,0,3,0,5,4,5,3,NA,3,1,0,0,0,NA,NA,13520
2021-01-20,"WO",792,968,1232,NA,396,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.44,79.5,6.5,"C",6.5,282,0,12,0,6,2,6,5,NA,NA,0,0,0,0,NA,NA,1232
2021-01-25,"HL",600,68000,70000,NA,300,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.27,35.4,6.3,"C",9,432,0,5,0,0,25,0,0,NA,NA,0,0,0,0,NA,NA,70000
2021-01-25,"HO",528,744,1302,NA,264,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.47,25.4,8.5,"G",2.5,366,0,4,2,7,12,7,7,NA,NA,0,0,0,0,NA,NA,1302
2021-01-25,"MC",1104,184000,191851,NA,552,552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.71,99.8,6.2,"C",9,313,0,1,0,0,5,0,0,NA,NA,0,0,0,0,NA,14386.4346273839,191851
2021-01-25,"PL",672,5077,4928,NA,336,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.35,174,8.5,"C",5,459,0,3,0,1,5,1,0,NA,3,1,0,0,0,NA,NA,5077
2021-01-25,"PU",768,2355,768,NA,384,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.65,180,8.7,"C",3.5,405,0,0,0,0,1,0,0,NA,NA,0,0,0,0,NA,22079.9549829774,2355
2021-01-25,"UN",456,4155,3445,NA,228,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.17,154,11.5,"G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4155
2021-01-25,"WO",528,528,939,NA,264,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.83,84.1,8.7,"C",9,282,0,4,0,1,4,1,0,NA,1,1,0,0,0,NA,NA,939
2021-01-27,"HO",432,14688,12288,NA,216,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.98,62.8,7.9,"C",5,367,0,8,1,10,11,10,9,NA,NA,0,0,0,0,NA,NA,14688
2021-01-27,"PL",624,1179,624,NA,312,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.67,151,6.6,"C",9,461,1,2,0,1,5,1,0,NA,3,2,0,0,0,NA,NA,1179
2021-01-27,"WO",480,480,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.32,60,7,"C",9.5,284,1,2,1,1,4,1,1,NA,NA,0,0,0,0,NA,NA,480
2021-02-01,"HL",648,50400,43344,NA,324,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.11,78.4,6.4,"C",10,434,0,11,0,5,21,5,8,NA,NA,0,0,0,0,NA,NA,50400
2021-02-01,"HO",768,14506,11264,NA,384,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.21,57,6.8,"C",6,370,1,5,0,8,9,8,8,NA,NA,0,0,0,0,NA,NA,14506
2021-02-01,"MC",744,14219,13888,NA,372,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,79.4,7.3,"C",9,318,0,5,0,2,13,2,2,NA,NA,0,0,0,0,NA,14412.8919860721,14219
2021-02-01,"PL",672,672,1105,NA,336,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,197,7.9,"C",9,454,0,4,0,1,2,1,2,NA,3,1,0,0,0,NA,NA,1105
2021-02-01,"PU",552,687,1104,NA,276,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.79,118,7.3,"C",9.5,393,0,0,0,0,3,0,0,NA,NA,0,0,0,0,NA,21821.6854109447,1104
2021-02-01,"UN",792,3142,2350,NA,396,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.23,165,11.8,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3142
2021-02-01,"WO",528,1631,1032,NA,264,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.35,55.5,5.4,"C",8.5,283,1,3,0,2,7,2,2,NA,NA,0,0,0,0,NA,NA,1631
2021-02-03,"PL",696,4949,4284,NA,348,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.52,145,7.5,"C",9,454,0,3,1,2,3,2,3,NA,3,1,0,0,0,NA,NA,4949
2021-02-03,"WO",720,1920,1904,NA,360,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.16,52.6,6.1,"C",9,283,0,3,0,2,6,2,2,NA,NA,0,0,0,0,NA,NA,1920
2021-02-08,"HL",648,9072,6192,NA,324,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.29,42.8,5.2,"C",10,430,0,4,0,9,3,9,12,NA,NA,0,0,0,0,NA,NA,9072
2021-02-08,"HO",552,552,552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.14,47.6,2.5,"C",4.5,369,0,1,0,3,4,3,4,NA,NA,0,0,0,0,NA,NA,552
2021-02-08,"MC",744,1819,2414,NA,372,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.61,108,5.9,"C",9,317,0,2,0,12,4,12,12,NA,NA,0,0,0,0,NA,13051.9230769277,2414
2021-02-08,"PL",744,2910,4133,NA,372,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.58,182,6.8,"C",4,452,0,2,0,1,5,1,1,NA,3,1,0,0,0,NA,NA,4133
2021-02-08,"PU",672,672,672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.55,72.9,8.5,"G",NA,389,2,2,0,0,6,0,0,NA,NA,0,0,0,0,NA,21691.7943773959,672
2021-02-08,"UN",888,17365,12234,NA,444,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.84,437,8.8,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17365
2021-02-08,"WO",720,3440,3520,NA,360,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.91,72.9,7.4,"C",8.5,282,0,2,0,0,4,0,2,NA,1,1,0,0,0,NA,NA,3520
2021-02-10,"PL",720,1456,1184,NA,360,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.61,122,6.7,"C",9,452,0,1,0,2,3,2,1,NA,NA,0,0,0,0,NA,NA,1456
2021-02-10,"PU",528,528,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.54,162,6.9,"C",8,389,0,2,0,0,6,0,0,NA,1,1,0,0,0,NA,23114.4605232012,528
2021-02-10,"WO",648,648,648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,61.1,9.6,"G",4,282,0,7,0,3,0,3,4,NA,NA,0,0,0,0,NA,NA,648
2021-02-15,"HL",624,8181,9429,NA,312,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,59.2,4.7,"C",6.5,430,0,0,0,1,3,1,2,NA,NA,0,0,0,0,NA,NA,9429
2021-02-15,"HO",1368,3100,4438,NA,684,684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.21,38,5,"C",6,368,0,1,1,2,2,2,2,NA,NA,0,0,0,0,NA,NA,4438
2021-02-15,"MC",936,9776,10608,NA,936,468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.77,90.4,6.1,"C",9,317,0,1,0,3,5,3,1,NA,NA,0,0,0,0,NA,17266.6588730365,10608
2021-02-15,"PL",768,2542,3584,NA,384,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.59,87,6.1,"C",9,451,0,2,0,2,1,2,2,NA,3,1,0,0,0,NA,NA,3584
2021-02-15,"PU",624,624,624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.69,88.5,5.6,"C",9.5,387,0,2,0,0,2,0,0,NA,NA,0,0,0,0,NA,21987.9673549104,624
2021-02-15,"UN",552,4416,5029,NA,276,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.84,170,9.1,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5029
2021-02-15,"WO",792,792,1760,NA,396,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.46,74.3,5.5,"C",5.5,278,0,6,0,3,0,3,3,NA,1,1,0,0,0,NA,NA,1760
2021-02-17,"HL",744,36208,43152,NA,372,744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.46,87.2,5.7,"C",10,430,0,0,1,1,3,1,1,NA,NA,0,0,0,0,NA,NA,43152
2021-02-17,"HO",1176,3528,2378,NA,588,588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.97,10.7,5,"C",10,368,0,2,0,1,1,1,1,NA,NA,0,0,0,0,NA,NA,3528
2021-02-17,"MC",984,6560,5401,NA,492,492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.91,92.7,6.8,"C",7,317,0,1,2,4,3,4,3,NA,NA,0,0,0,0,NA,14611.0312810987,6560
2021-02-17,"PL",864,1132,1132,NA,432,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.83,131,8,"C",9,451,0,2,0,2,7,2,1,NA,3,2,0,0,0,NA,NA,1132
2021-02-17,"PU",528,1678,950,NA,264,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.65,111,6.4,"C",5,387,0,1,0,0,1,0,0,NA,NA,0,0,0,0,NA,23051.9788804948,1678
2021-02-17,"UN",552,2109,1128,NA,276,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.96,188,11.1,"G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2109
2021-02-17,"WO",600,787,600,NA,300,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.35,111,5.2,"C",5,278,0,6,0,1,0,1,0,NA,NA,0,0,0,0,NA,NA,787
2021-02-22,"HL",1368,21380,22496,NA,1368,1368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.25,73.2,NA,"C",9.5,429,0,1,0,2,1,2,2,NA,NA,0,0,0,0,NA,NA,22496
2021-02-22,"HO",768,1314,1946,NA,384,768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.25,24.1,NA,"C",6.5,366,0,1,0,1,1,1,0,NA,NA,0,0,0,0,NA,NA,1946
2021-02-22,"MC",816,5277,5640,NA,408,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.68,78.6,NA,"C",9,317,0,1,0,1,1,1,3,NA,NA,0,0,0,0,NA,12137.7311344445,5640
2021-02-22,"PL",960,5952,4459,NA,480,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.47,212,7.2,"C",7.5,451,0,0,0,2,12,2,1,NA,3,1,0,0,0,NA,NA,5952
2021-02-22,"PU",1104,1374,1644,NA,552,552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.71,130,8.1,"C",9,385,0,0,0,1,1,1,1,NA,NA,0,0,0,0,NA,22205.6687127985,1644
2021-02-22,"UN",1032,2546,2110,NA,516,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.31,167,9.9,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2546
2021-02-22,"WO",1152,1152,1152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.52,89.9,7.7,"C",9.5,277,0,1,0,0,1,0,0,NA,NA,0,0,0,0,NA,NA,1152
2021-02-24,"HL",624,2773,2579,NA,312,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.41,87.3,10.7,"C",5,429,1,2,0,2,1,2,1,NA,NA,0,0,0,0,NA,NA,2773
2021-02-24,"HO",552,552,552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.11,37.6,7.7,"C",8,366,1,2,0,1,0,1,0,NA,NA,0,0,0,0,NA,NA,552
2021-02-24,"MC",1440,7584,5344,NA,720,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.93,183,9.4,"C",9,317,0,1,0,1,2,1,1,NA,NA,0,0,0,0,NA,18040.2439024448,7584
2021-02-24,"PL",696,3990,2908,NA,348,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.49,250,5.6,"C",6.5,451,2,2,2,3,12,3,3,NA,NA,0,0,0,0,NA,NA,3990
2021-02-24,"PU",720,1232,976,NA,360,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.45,128,10.6,"C",9.5,385,0,0,0,1,1,1,1,NA,NA,0,0,0,0,NA,22868.7770648338,1232
2021-02-24,"UN",624,624,624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.04,164,7.7,"G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624
2021-02-24,"WO",480,480,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.57,74.9,10.5,"C",10,277,3,4,0,0,1,0,0,NA,NA,0,0,0,0,NA,NA,480
2021-03-01,"HL",1008,3136,4144,NA,504,504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.41,57.2,13.4,"G",NA,426,0,0,0,0,1,0,0,NA,NA,0,0,0,0,NA,NA,4144
2021-03-01,"HO",696,696,696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.04,38.9,4.4,"C",1,365,0,1,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,696
2021-03-01,"MC",792,792,1478,NA,396,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.84,184,5.8,"C",9,318,0,0,0,1,2,1,0,NA,NA,0,0,0,0,NA,11873.5448324978,1478
2021-03-01,"PL",936,936,1747,NA,468,468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.78,168,6.9,"C",9,451,0,4,0,3,5,3,3,NA,3,1,0,0,0,NA,NA,1747
2021-03-01,"PU",600,600,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.79,139,7.6,"C",9,384,0,2,0,0,1,0,0,NA,NA,0,0,0,0,NA,21764.1156112961,600
2021-03-01,"UN",720,41520,44160,NA,360,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.14,67.6,8.6,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44160
2021-03-01,"WO",720,720,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,84.4,5.7,"C",6,277,0,4,0,0,1,0,1,NA,1,1,0,0,0,NA,NA,720
2021-03-03,"HL",576,576,576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.05,41.7,8.3,"C",8,426,0,1,0,0,1,0,0,NA,NA,0,0,0,0,NA,NA,576
2021-03-03,"HO",960,960,960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.22,26.5,8.6,"C",6,365,0,1,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,960
2021-03-03,"MC",1152,1152,2304,NA,576,576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.64,97.8,10.2,"C",9,318,0,1,0,0,3,0,0,NA,NA,0,0,0,0,NA,10866.1616161615,2304
2021-03-03,"PL",720,5440,3744,NA,360,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.25,178,10.1,"C",3,451,0,4,0,3,8,3,1,NA,3,1,0,0,0,NA,NA,5440
2021-03-03,"PU",768,768,768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.52,93.8,9.1,"C",10,384,0,2,0,0,3,0,0,NA,NA,0,0,0,0,NA,23425.5973518696,768
2021-03-03,"UN",1104,8341,10304,NA,1104,1104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.96,144,12.5,"G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10304
2021-03-03,"WO",624,624,624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,18.47,9.7,"C",10,277,0,4,0,0,1,0,1,NA,NA,0,0,0,0,NA,NA,624
2021-03-08,"HL",576,576,576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.05,54.3,18,"G",1,426,0,2,0,0,6,0,0,NA,NA,0,0,0,0,NA,NA,576
2021-03-08,"HO",888,888,1145,NA,444,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.08,30.8,10.9,"C",4,365,0,1,0,0,2,0,0,NA,NA,0,0,0,0,NA,NA,1145
2021-03-08,"MC",888,888,888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.47,156,9.6,"C",9,318,0,0,0,0,4,0,0,NA,NA,0,0,0,0,NA,13715.1490733325,888
2021-03-08,"PL",1104,27477,22325,NA,552,552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.32,113,10.3,"C",8.5,451,0,2,1,3,7,3,2,NA,3,1,0,0,0,NA,NA,27477
2021-03-08,"PU",696,696,959,NA,348,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.63,119,11.3,"C",10,384,1,3,0,0,3,0,0,NA,NA,0,0,0,0,NA,22231.8359375,959
2021-03-08,"UN",864,2016,1075,NA,432,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.92,130,13.3,"G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
2021-03-08,"WO",456,456,547,NA,228,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.99,43.7,9.1,"C",9,277,0,1,0,1,2,1,1,NA,1,1,0,0,0,NA,NA,547
2021-03-10,"HL",1680,2016,2800,NA,1680,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.22,103,NA,NA,NA,426,0,2,1,1,7,1,1,NA,NA,0,0,0,0,NA,NA,2800
2021-03-10,"HO",1032,1032,1032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.12,29.5,14.8,"G",1,365,0,1,0,0,2,0,0,NA,NA,0,0,0,0,NA,NA,1032
2021-03-10,"MC",912,2554,3851,NA,456,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.37,261,10.3,"C",9,318,0,0,0,0,6,0,0,NA,NA,0,0,0,0,NA,18390.7588739246,3851
2021-03-10,"PL",936,44096,30576,NA,468,468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451,2,2,0,2,6,2,2,NA,3,1,0,0,0,NA,NA,44096
2021-03-10,"PU",720,720,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.51,106,10.9,"C",9,384,0,1,1,1,4,1,1,NA,NA,0,0,0,0,NA,23106.9533622209,720
2021-03-10,"UN",744,2199,2216,NA,372,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.87,175,14.2,"G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2216
2021-03-10,"WO",984,984,984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.24,89.6,7.8,"C",2,277,3,3,0,1,3,1,1,NA,NA,0,0,0,0,NA,NA,984
2021-03-15,"HL",600,600,760,NA,300,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,61.6,12.7,"G",1,424,0,0,0,4,3,4,4,NA,NA,0,0,0,0,NA,NA,760
2021-03-15,"HO",864,864,864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.39,48.3,8,"C",9,364,0,2,0,0,2,0,0,NA,NA,0,0,0,0,NA,NA,864
2021-03-15,"MC",1056,1408,1408,NA,1056,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.24,146,18.3,"G",1,317,0,2,0,3,3,3,3,NA,NA,0,0,0,0,NA,13416.5120593607,1408
2021-03-15,"PL",696,866,1253,NA,348,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,161,10.1,"C",9.5,447,0,2,0,2,2,2,1,NA,3,1,0,0,0,NA,NA,1253
2021-03-15,"PU",768,768,768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.57,112,8.7,"C",9,381,0,0,0,1,2,1,1,NA,1,1,0,0,0,NA,24086.0212053582,768
2021-03-15,"UN",696,34491,26603,NA,1730,1830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.78,142,10.8,"G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34491
2021-03-15,"WO",672,2210,1613,NA,336,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.32,130,8.7,"C",4.5,277,0,4,0,2,2,2,1,NA,NA,0,0,0,0,NA,NA,2210
2021-03-17,"HL",552,32384,36677,NA,8960,9080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.99,30.2,7.7,"C",10,424,0,0,0,5,3,5,4,NA,NA,0,0,0,0,NA,NA,36677
2021-03-17,"HO",1320,1320,1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.14,31.8,8.7,"C",10,364,0,1,0,0,2,0,0,NA,NA,0,0,0,0,NA,NA,1320
2021-03-17,"MC",912,1317,2695,NA,456,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.56,77.6,8.9,"C",9,317,1,2,1,4,4,4,4,NA,NA,0,0,0,0,NA,15568.3116883039,2695
2021-03-17,"PL",624,69056,60320,NA,312,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,124,22.3,"G",1,447,1,4,0,1,3,1,1,NA,NA,0,0,0,0,NA,NA,69056
2021-03-17,"PU",768,1860,1331,NA,384,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.48,131,10,"C",9,381,0,0,0,1,2,1,0,NA,NA,0,0,0,0,NA,23180.7900595535,1860
2021-03-17,"UN",840,840,2520,NA,840,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.94,137,13.5,"G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2520
2021-03-17,"WO",1320,2523,4693,NA,1820,1410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,76.5,7.9,"C",4,277,0,4,0,1,2,1,1,NA,NA,0,0,0,0,NA,NA,4693
2021-03-22,"HL",816,45877,38805,NA,16501,12693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,60.9,19.8,"G",1,424,0,0,0,4,2,4,2,NA,NA,0,0,0,0,NA,NA,45877
2021-03-22,"HO",552,552,662,NA,276,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.75,32.1,9.7,"C",5.5,363,0,2,0,1,1,1,1,NA,NA,0,0,0,0,NA,NA,662
